,id,Firm_Name,Registered_Address,CEO,Establishment_Year,Number_Of_Employees,Revenue_Size,Website,NAICS_Code,SIC_Code,Status,Dissolvement_Year,Company_Type,Previous_Names,Alternative_Names,Key_Executive_Personnel
1862,1863,"""APPOINTED"" COMMUNITY OUTREACH","167 Green End Road, Cambridge, CB4 1RW, United Kingdom",No information found,No information found,1-10,10000-100000,camsight.org.uk,No information found,No information found,Active,N/A,Charity,N/A,N/A,"No information found
"
1863,1864,"""ARROYOS"" CONCRETE LLC","1233 SW 41st St, Oklahoma City, OK 73109, USA",No information found,No information found,10-100,1000000-10000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1864,1865,"""AS IS"" WORKSTATIONS, INC.","6175 NW 167 St G-26, Miami, FL, USA, 33015",No information found,No information found,1-10,No information found,No website found,No information found,No information found,Active,N/A,No information found,N/A,N/A,"No information found*
"
1865,1866,"""ASIAGO DESIGN GROUP LLC ""","44 Wall Street, New York, NY 10005, United States
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1866,1867,"""AUTOINFO CAD SERVICES, LLC""","1755 TELSTAR DR STE 200, COLORADO SPRINGS, COLORADO, USA, 80920",No information found,2006,1-10,$1M-$10M,No website found,541330,8711,Active,N/A,LLC,N/A,N/A,"No information found
"
1867,1868,"""Air Beds Unlimited""","9276 Roadrunner Dr, Highlands Ranch, Colorado, United States, 80126
","
No information found
","
No information found
","
1-10
","
100000-1000000
","
airbedsunlimited.com
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
No information found
"
1868,1869,"""Already Gone"" LLC","1167 S 550 W, Salem, UT, USA, 84653",No information found,No information found,10-100,No information found,alreadygonetrucking.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1869,1870,"""Alternativa"" - CAM Services, LLC","501 MADISON AVENUE, SUITE 402, NEW YORK, NEW YORK, United States, 10022",Greg Rice,2021,1000-10000,100000000-1000000000,camindustrialsolutions.com,327320,No information found,Active,N/A,LLC,N/A,N/A,"Greg Rice, CEO; Mick Kaefer, President; Donovan Boyd, Chairman*
"
1870,1871,"""Always Under Foot"", LLC","Level 5a Maple House, 149 Tottenham Court Road, London, W1T 7NF, United Kingdom",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1871,1872,"""Amazed"" Repair Works","Colorado Springs, Colorado, USA, N/A
","
LaVerne Binstock
","
No information found
","
1-10
","
No information found
","
amazedrepairworks.com
","
No information found
","
No information found
","
Active
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found


"
1872,1873,"""Amigos"" Adult daycare center, LLC","305 Elida St, Mission, TX, USA, 78572",No information found,No information found,1-10,10000-100000,No website found,624220,8399,Active,N/A,LLC,N/A,N/A,"No information found
"
1873,1874,"""Ant The Man"" Yard Service","123 Main Street, Anytown, CA, USA, 91234",Anthony Man,2023,1-10,10000-100000,No website found,561730,782,Active,N/A,Sole Proprietorship,N/A,N/A,"Anthony Man, Owner and Operator*
"
1874,1875,"""Around The Corner"" Barber Shop LLC.","1115 Brittain Rd, Akron, OH, United States, 44310",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1875,1876,"""As You Like It"" Farm Fresh! LLC","No information found
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1876,1877,"""As You Like It"" Lawn Care","429 Kyle Rd, Winston Salem, NC 27104-2836, USA",Bryce Slayton,1997,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,Limited Liability Company (LLC),N/A,"Bryce's Landscapes, LLC",Bryce Slayton (Member)
1877,1878,"""AsYouLikeIt"" Your Health!",123 Main Street Anytown CA 91234 USA,Matt Staub,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found*
"
1878,1879,"""Astra Health Care"" Inc.","55 Santa Clara Ave STE 255, Oakland, CA 94610-1399, USA",William J. Shelton,2012,1-10,No information found,No website found,No information found,No information found,Active,N/A,Corporation,N/A,N/A,"William J. Shelton, CEO"
1879,1880,"""Astra Health Care"" LLC","55 Santa Clara Ave STE 255, Oakland, California, USA, 94610-1399",William J. Shelton,2012,1-10,No information found,astrahealthcareca.com,No information found,No information found,Active,N/A,Corporation,N/A,N/A,"William J. Shelton, CEO
"
1880,1881,"""B Against DV,"" Inc","269 Main Street, Suite 250, Middletown, CT, USA 06457",Meghan Scanlon,No information found,10-100,No information found,No website found,No information found,No information found,Active,N/A,Non-profit,N/A,N/A,"Meghan Scanlon (President & CEO)
"
1881,1882,"""B"" FOUNDATION","B&Q House, Chestnut Avenue, Chandler's Ford, Eastleigh, SO53 3LE, United Kingdom",No information found,No information found,1-10,1000000-10000000,bqfoundation.org.uk,No information found,No information found,Active,N/A,Charity,N/A,N/A,"No information found
"
1882,1883,"""B"" Quick Taxi","123 Any Street, Anytown, CA, USA, 91234",John Doe,2024,1-10,$10000-$100000,No website found,485310,4111,Active,N/A,Private,N/A,N/A,"N/A*
"
1883,1884,"""B"" Street Cafe, LLC","121 W B St, Pueblo, CO, USA, 81003-3400",Tallie Koncilja,2011,1-10,10000-100000,No website found,722511,5812,Active,N/A,Limited Liability Company (LLC),N/A,N/A,"Tallie Koncilja, Principal
"
1884,1885,"""B"" Sweet Cupcakes, LLC","425 E. 4th Street, Loveland, CO, USA, 80537
","
Dana Brungardt
",2010,"
1-10
","
10000-100000
","
bsweetcupcakes.com
","
No information found
","
No information found
","
Active
","
N/A
","
LLC
","
N/A
","
N/A
","
Dana Brungardt, Co-Owner & Head of Operations
"
1885,1886,"""BARIMA"" INC","54 Beresford Road, Cheam, Sutton, England, SM2 6ER",No information found,2015,1-10,No information found,No website found,No information found,No information found,Active,N/A,Private limited Company,N/A,N/A,"No information found
"
1886,1887,"""BECAUSE WE CARE""","14 Colwick Road, West Bridgford, Nottingham, NG2 5FR, United Kingdom",Craig Garner Jr.,2010,1-10,No information found,No website found,No information found,No information found,Active,N/A,Private limited Company,N/A,N/A,"No information found*
"
1887,1888,"""BEL AMI"", LTD.","291 Brighton Road, South Croydon, Greater London, United Kingdom, CR2 6EQ",Yong Pan,2023,1-10,0-1000000,No website found,No information found,No information found,Active,N/A,Private limited company,N/A,N/A,"Yong Pan, Director, Secretary, PSC"
1888,1889,"""BIG TREES FROM NATURE"", LLC","4640 Admiralty Way, 5th Floor, Marina del Rey, CA, USA, 90292",Ben Ripple,No information found,10-100,1000000-10000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Ben Ripple, CEO & C0-Founder
"
1889,1890,"""BLOCK BUSTER"", (THE MOVIE), (PART ONE)",Not Found,No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,No information found,N/A,N/A,"No information found
"
1890,1891,"""BRIDGE OF HOPE FOR HOMELESS FAMILIES""","3406 Fairmount Ave, San Diego, CA, USA, 92105
","
Edith Yoder
","
No information found
","
1-10
","
$100000-1000000
","
bridgeofhopeinc.org
","
No information found
","
No information found
","
Active
","
N/A
","
Nonprofit
","
N/A
","
N/A
","
Edith Yoder, CEO; Melissa Diem, Chief Mission Officer; Anne Dunnenberger, Director of Outreach; Linda Homer-Hurley
"
1891,1892,"""BUILDING FIFTEEN, LLC""","1825 Blake Street, Suite 200, Denver, CO, USA, 80202",Conrad Suszynski,No information found,10-100,No information found,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Conrad Suszynski , Co-CEO"
1892,1893,"""BUILDING TWENTY, LLC""","2255 Glades Road, Suite 324A, Boca Raton, FL 33431, United States",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"No information found
"
1893,1894,"""Because God Is"" Ministries","6500 Sanger Ave #244, Waco, TX, USA, 76712
","
Doug Dwyer
",2016,"
1-10
","
No information found
","
godasceo.org
",813110,8661,"
Active
","
N/A
","
Non-profit
","
Be Faithful Inc.
","
N/A
","
Doug Dwyer, President and Chief Stewarding Officer
"
1894,1895,"""Benjamin Enterprise"" , LLC","1493 HEMINGWAY BLVD ROCKLEDGE, FL 32955 United States ", Derrick Benjamin ,2024, 1-10 , 10000-100000 , No website found , No information found , No information found , Active , N/A , LLC , N/A , N/A ," Derrick Benjamin (PRES), Terry Benjamin (RA)
"
1895,1896,"""Boyz 2005 LLC""",123 Street Address,Name Surname,2005,1-10,100000-1000000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1896,1897,"""Brite Color Painting""","NICOLAOU PENTADROMOS CENTER, Floor 3, Flat/Office 307, 3310 Limassol, Cyprus",No information found,1998,1-10,No information found,No website found,No information found,No information found,Dissolved,N/A,Limited Company,N/A,N/A,"No information found
"
1897,1898,"""Build it Right"" Handyman Services ""LLC""","123 Main Street, Evergreen, CO, USA, 80439",James Alexander,1993,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"James Alexander, Owner/Manager; Randy Alexander, Owner/Manager*
"
1898,1899,"""By the Sea"" Exotic Leather Importer LP","1204 Kingsford Ct, Matthews, NC, USA, 28104",No information found,No information found,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,Taste the Culture Wholesale,"No information found
"
1899,1900,"""C"" ME Services, LLC","2400 YORKMONT ROAD SUITE 100 CHARLOTTE, NC 28217 United States",No information found,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"No information found
"
1900,1901,"""C"" N.E.W. CONSTRUCTION, INC.","4865 Duck Creek Road Cincinnati, Ohio, USA, 45227",Roger Wade,No information found,51-200,$5M - $20M,cintechconstruction.com,No information found,1522,Active,N/A,Private,N/A,N/A,Roger Wade (CEO)
1901,1902,"""C"" STREET COUNSELING CENTER, INC.","411 Court Street Portsmouth, OH 45662, USA",No information found,No information found,10-100,100000-1000000,http://www.thecounselingcenter.org/,No information found,No information found,Active,N/A,Private,N/A,N/A,"No information found
"
1902,1903,"""CHILD RESCUE""","777 Glades Road Suite 400, Boca Raton, FL, USA, 33431
","
Carly Yoost
",2013,"
10-100
","
$1,000,000-$10,000,000
","
childrescuecoalition.org
","
No information found
","
No information found
","
Active
","
N/A
","
Nonprofit
","
N/A
","
N/A
","
Carly Yoost (Founder and CEO), William Wiltse (President), Jose Garcia Fernandez (VP of Technology), Jeanne Aparicio (Director of Accounting), Michael Steffen (Director of Security), Roberto Machorro (Sr. System Administrator)
"
1903,1904,"""CHRISTIAN COMMUNITY SERVICE, INC.""","413 Metroplex Dr, Suite 100, Nashville, TN, USA, 37211
","
Rietta Turner
",1997,"
1-10
","
100000-1000000
","
www.ccsinashville.org
","
No information found
","
No information found
","
Active
","
N/A
","
Nonprofit
","
N/A
","
N/A
","
Rietta Turner (Executive Director/CEO), Lee Jolivette (Board Chair)
"
1904,1905,"""CHURCH OF THE LIVING STONES"" OF THE LIVING STONES OF PRAISEMINISTRY. ""(THE)""","1600 W 37th Ave, Hobart, IN, United States, 46342",No information found,No information found,0-10,0-100000,lstones.org,813110,8661,Active,N/A,Nonprofit,N/A,N/A,"No information found
"
1905,1906,"""CLINT'S L.L.C.""","8655 D Beck Rd. Hastings, FL 32145, USA",Clinton Crist,2014,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"Clinton Crist, Manager*
"
1906,1907,"""COST YOU A KISS"" DOGGIE BISCOTTI & RECIPES LLC","840 Fletcher Bay Rd NE # 101, Bainbridge Island, Washington, United States, 98110",No information found,2012,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1907,1908,"""Carey"" On Plumbing, LLC","3540 Norton Rd, Cleveland, OH 44111, USA",Scott Carey,2012,1-10,100000-1000000,No website found,238220,1711,Active,N/A,LLC,Carey Plumbing,N/A,"Scott Carey, owner"
1908,1909,"""Cary"" Your Coverage With Jacob LLC","2000 Regency Parkway, Suite 200, Cary, NC, USA, 27518
","
No information found
","
No information found
","
No information found
","
No information found
","
No website found
","
No information found
","
No information found
","
No information found
","
N/A
","
No information found
","
N/A
","
N/A
","
No information found
"
1909,1910,"""Casa De"" Adult Day Care","15628 SW 72nd Street, Miami, FL, USA, 33193",No information found,No information found,1-10,10000-100000,No website found,624120,83220101,Active,N/A,Profit,N/A,N/A,"No information found
"
1910,1911,"""Catering for the Soul"" - Readings & Feedings, LLC",No information found,Sharon Richardson,No information found,No information found,No information found,No website found,No information found,No information found,No information found,N/A,LLC,N/A,N/A,"No information found
"
1911,1912,"""Cleaning Service LLC""","316 W Lytle St Ste 217, Murfreesboro, TN, USA, 37130",N/A,2022,1-10,10000-100000,No website found,No information found,No information found,Active,N/A,LLC,N/A,N/A,"N/A*
"
1912,1913,"""Cloud 9"" LLC","Al Quoz 4, Warehouse No 16, 22nd St, Dubai, UAE, P. O. Box – 391672",No information found,2011,10-100,No information found,cloud9uae.com,No information found,No information found,Active,N/A,LLC,N/A,N/A,"No information found
"
1913,1914,"""Country Roads"" Construction & Dirtwork, LLC",No information found,No information found,No information found,No information found,No information found,No information found,No information found,No information found,ACTIVE,N/A,LLC,N/A,N/A,"No information found
"
