,name,company_number,jurisdiction_code,incorporation_date,dissolution_date,company_type,registry_url,branch,branch_status,inactive,current_status,created_at,updated_at,retrieved_at,opencorporates_url,previous_names,alternative_names,source,registered_address,registered_address_in_full,industry_codes,restricted_for_marketing,native_company_number
721,1042 FORT LLC,333155C5,us_hi,2024-10-08,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=333155C5,,,False,Active,2024-10-13T11:34:01+00:00,2024-11-23T23:52:03+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/333155C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
722,1042 NOELANI LLC,316153C5,us_hi,2024-03-07,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=316153C5,,,False,Active,2024-03-21T07:41:01+00:00,2024-11-23T23:30:57+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/316153C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
723,1050 POOL LLC,320068C5,us_hi,2024-05-06,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=320068C5,,,False,Active,2024-05-17T08:16:35+00:00,2024-11-23T23:38:26+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/320068C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
724,1061 MIKOLE LLC,320648C5,us_hi,2024-05-17,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=320648C5,,,False,Active,2024-05-24T04:59:28+00:00,2024-11-23T23:39:43+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/320648C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
726,10GBS LLC,335102C5,us_hi,2024-11-01,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=335102C5,,,False,Active,2024-11-16T01:11:50+00:00,2024-11-23T23:53:23+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/335102C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
727,10MD LLC,333290C5,us_hi,2024-10-07,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=333290C5,,,False,Active,2024-10-20T21:38:11+00:00,2024-11-23T23:52:10+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/333290C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
728,10MM GARAGE SERVICES LLC,334357C5,us_hi,2024-10-22,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=334357C5,,,False,Active,2024-11-08T00:36:08+00:00,2024-11-23T23:52:50+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/334357C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
729,"11-3155-A PA ALII STREET, LLC",316995C5,us_hi,2024-03-18,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=316995C5,,,False,Active,2024-03-31T05:08:08+00:00,2024-11-23T23:32:27+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/316995C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
730,1107 BANYAN LLC,318974C5,us_hi,2024-04-15,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=318974C5,,,False,Active,2024-04-27T11:02:11+00:00,2024-11-23T23:36:15+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/318974C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
731,1110 PROMOTIONS LLC,320398C5,us_hi,2024-05-10,,Domestic Limited Liability Company (LLC),https://hbe.ehawaii.gov/documents/business.html?fileNumber=320398C5,,,False,Active,2024-05-20T08:58:39+00:00,2024-11-23T23:39:00+00:00,2024-11-22T08:45:24+00:00,https://opencorporates.com/companies/us_hi/320398C5,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-22T08:45:24+00:00'}",,,[],,
732,"1127 FILMS, INC.",127531F1,us_hi,2024-03-05,,Foreign Profit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=127531F1,F,branch of an out-of-jurisdiction company,False,Active,2024-03-11T05:36:41+00:00,2024-11-24T19:18:33+00:00,2024-11-23T08:45:26+00:00,https://opencorporates.com/companies/us_hi/127531F1,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-23T08:45:26+00:00'}",,,[],,
733,1141215 B.C. LTD.,136766F1,us_hi,2024-10-08,,Foreign Profit Corporation,https://hbe.ehawaii.gov/documents/business.html?fileNumber=136766F1,F,branch of an out-of-jurisdiction company,False,Active,2024-10-13T23:45:25+00:00,2024-11-24T19:33:05+00:00,2024-11-23T08:45:26+00:00,https://opencorporates.com/companies/us_hi/136766F1,[],[],"{'publisher': 'Hawaii Department Of Commerce & Consumer Affairs', 'url': 'https://hbe.ehawaii.gov/listbuilder/documentation', 'retrieved_at': '2024-11-23T08:45:26+00:00'}",,,[],,
740,"#899 Pioneer Exchange Accommodation Title Holder, LLC",5578872,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:32+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:36:43+00:00,https://opencorporates.com/companies/us_id/0005578872,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:36:43+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
741,"#900 Pioneer Exchange Accommodation Title Holder, LLC",5578875,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:32+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:36:47+00:00,https://opencorporates.com/companies/us_id/0005578875,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:36:47+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
742,"#901 Pioneer Exchange Accommodation Title Holder, LLC",5578879,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:32+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:36:50+00:00,https://opencorporates.com/companies/us_id/0005578879,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:36:50+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
743,"#902 Pioneer Exchange Accommodation Title Holder, LLC",5578881,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:32+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:36:55+00:00,https://opencorporates.com/companies/us_id/0005578881,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:36:55+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
744,"#903 Pioneer Exchange Accommodation Title Holder, LLC",5578884,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:32+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:36:59+00:00,https://opencorporates.com/companies/us_id/0005578884,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:36:59+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
745,"#904 Pioneer Exchange Accommodation Title Holder, LLC",5578888,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:32+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:37:08+00:00,https://opencorporates.com/companies/us_id/0005578888,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:08+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
746,"#905 Pioneer Exchange Accommodation Title Holder, LLC",5578889,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:33+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:37:11+00:00,https://opencorporates.com/companies/us_id/0005578889,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:11+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
747,"#906 Pioneer Exchange Accommodation Title Holder, LLC",5578893,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:33+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:37:15+00:00,https://opencorporates.com/companies/us_id/0005578893,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:15+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
748,"#907 Pioneer Exchange Accommodation Title Holder, LLC",5578897,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:33+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:37:21+00:00,https://opencorporates.com/companies/us_id/0005578897,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:21+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
749,"#908 Pioneer Exchange Accommodation Title Holder, LLC",5578899,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:33+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:37:24+00:00,https://opencorporates.com/companies/us_id/0005578899,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:24+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
750,"#909 Pioneer Exchange Accommodation Title Holder, LLC",5578903,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:33+00:00,2024-11-14T19:43:59+00:00,2024-11-07T12:37:27+00:00,https://opencorporates.com/companies/us_id/0005578903,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:27+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
751,"#910 Pioneer Exchange Accommodation Title Holder, LLC",5578912,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:33+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:37:36+00:00,https://opencorporates.com/companies/us_id/0005578912,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:36+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
752,"#911 Pioneer Exchange Accommodation Title Holder, LLC",5578913,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:33+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:37:39+00:00,https://opencorporates.com/companies/us_id/0005578913,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:39+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
753,"#912 Pioneer Exchange Accommodation Titleholder, LLC",5578919,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:33+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:37:43+00:00,https://opencorporates.com/companies/us_id/0005578919,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:43+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
754,"#913 Pioneer Exchange Accommodation Titleholder, LLC",5578920,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:34+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:37:46+00:00,https://opencorporates.com/companies/us_id/0005578920,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:46+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
755,"#914 Pioneer Exchange Accommodation Titleholder, LLC",5578926,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:34+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:37:50+00:00,https://opencorporates.com/companies/us_id/0005578926,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:50+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
756,"#915 Pioneer Exchange Accommodation Titleholder, LLC",5578929,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:34+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:37:55+00:00,https://opencorporates.com/companies/us_id/0005578929,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:55+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
757,"#916 Pioneer Exchange Accommodation Titleholder, LLC",5578931,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:34+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:37:58+00:00,https://opencorporates.com/companies/us_id/0005578931,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:37:58+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
758,"#917 Pioneer Exchange Accommodation Titleholder, LLC",5578935,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:34+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:38:01+00:00,https://opencorporates.com/companies/us_id/0005578935,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:38:01+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
759,"#918 Pioneer Exchange Accommodation Titleholder, LLC",5578940,us_id,2024-02-02,,Limited Liability Company (D),,,,False,Active Existing,2024-03-19T15:34:34+00:00,2024-11-14T19:44:00+00:00,2024-11-07T12:38:06+00:00,https://opencorporates.com/companies/us_id/0005578940,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-11-07T12:38:06+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
760,"#919 Pioneer Exchange Accommodation Titleholder, LLC",5743561,us_id,2024-05-21,,Limited Liability Company (D),,,,False,Active Existing,2024-06-02T17:41:44+00:00,2024-09-21T16:07:39+00:00,2024-09-20T05:21:09+00:00,https://opencorporates.com/companies/us_id/0005743561,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-09-20T05:21:09+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
761,"#920 Pioneer Exchange Accommodation Titleholder, LLC",5743565,us_id,2024-05-21,,Limited Liability Company (D),,,,False,Active Existing,2024-06-02T17:41:44+00:00,2024-09-21T16:07:39+00:00,2024-09-20T05:21:13+00:00,https://opencorporates.com/companies/us_id/0005743565,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-09-20T05:21:13+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
762,"#921 Pioneer Exchange Accommodation Titleholder, LLC",5743569,us_id,2024-05-21,,Limited Liability Company (D),,,,False,Active Existing,2024-06-02T17:41:45+00:00,2024-09-21T16:07:39+00:00,2024-09-20T05:21:17+00:00,https://opencorporates.com/companies/us_id/0005743569,[],[],"{'publisher': 'Idaho Secretary of State', 'url': 'https://sosbiz.idaho.gov/search/business', 'retrieved_at': '2024-09-20T05:21:17+00:00'}","{'street_address': '100\n1211 W. MYRTLE ST.\nBOISE, ID 83702', 'locality': None, 'region': None, 'postal_code': None, 'country': 'United States'}","100
1211 W. MYRTLE ST.
BOISE, ID 83702",[],,
